0,1,2,3,target
99,105,65,41,Anutaila
36,33,65,41,Akika Pishti
22,52,65,41,Brahmi Vati
66,37,21,41,Navayasa Lauha
57,95,21,41,Mukta Pishti
45,66,65,41,Pravala Pishti
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
64,60,65,41,Nirgundi Taila
34,45,5,41,Kankayan Gutika
18,72,60,41,Jatiphaladya Churna
42,61,65,41,"Phalatrikadi Kvatha
Churna"
10,84,65,41,Smritisagara Rasa
41,35,65,41,"Samshamani Vati
/ Guduchighana Vati"
45,82,38,15,Kanakasava
53,36,59,12,Guduchi Churna
47,8,65,41,Karpuradi Taila
37,24,65,41,Prabhakara Vati
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
62,105,65,41,Shatavaryadi Ghrita
71,22,53,23,Ushirasava
52,53,65,41,"Arogyavardhini
Vati/Rasa"
30,15,1,39,Shankha Vati
45,82,65,41,Eladi Churna
73,49,65,41,"Nisha-Amalaki
Churna"
20,105,65,41,"Balashvagandhadi
Taila"
15,56,65,41,"Varunadi Kvatha
Churna"
114,86,65,41,Dashanga Lepa
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
54,31,65,41,Trivritamul Churna /Trivrita Churna
82,65,65,41,Godanti Bhasma
88,42,25,41,Sitopaladi Churna
62,105,65,41,Gokshura Churna
37,74,65,41,"Jaharamohara
Bhasma"
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
115,2,65,41,Bilvadi Gutika
46,78,65,41,Bhringaraja Tail
53,36,59,12,Guduchi Churna
115,2,65,41,Bilvadi Gutika
10,84,65,41,Smritisagara Rasa
99,105,65,41,Anutaila
0,105,65,41,Murivenna Tail
107,62,65,41,Narayana Taila
42,61,65,41,"Phalatrikadi Kvatha
Churna"
38,18,46,41,Navajivana Rasa
43,92,61,41,Aragvadharishta
71,22,53,23,Ushirasava
31,15,65,41,Dadimastak Churna
108,70,63,17,Kaishora Guggulu
8,69,29,41,Triphala Churna
57,95,21,41,Mukta Pishti
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
106,22,65,41,Pinda Taila
96,47,65,41,Nalpamaradi Taila
90,76,65,41,Navak Guggulu
73,105,65,41,Chandraprabha Vati
37,69,65,41,Arjuna Churna
13,105,65,41,Kasisadi Taila
21,12,28,9,Triphala Guggulu
77,43,65,41,Rajahpravartini Vati
43,100,65,41,Marichyadi Taila
45,82,65,41,Lavangadi Vati
45,82,39,41,Vasakasava
112,93,65,41,"Gandharvahasta
Taila"
50,103,65,41,"Laghumalini Vasanta
Rasa"
23,10,11,38,Kalyanaka Ghrita
18,29,37,41,Kutajavaleha
36,33,65,41,Akika Pishti
28,91,65,41,Panchatikta Ghrita
85,61,65,41,Punarnava Churna
45,82,22,22,Vasavaleha
98,36,34,41,Muktashukti Bhasma
103,24,36,41,Dashamularishta
90,76,65,41,Navak Guggulu
53,36,59,12,Guduchi Churna
96,105,65,41,Tiktaka Ghrita
12,3,65,41,Trikatu Churna
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
27,12,65,41,Sarjarasa Malahara
21,12,28,9,Triphala Guggulu
25,99,0,13,Balarishta
6,1,42,41,Yogaraja Guggulu
66,37,19,6,Drakshavaleha
68,42,65,41,"Saptavinshati
Guggulu"
45,82,21,41,Dhanvantar Gutika
27,12,65,41,Sarjarasa Malahara
10,50,49,32,Sarasvatarishta
41,98,65,41,Guduchi Sattva
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
37,74,65,41,"Jaharamohara
Bhasma"
102,16,57,20,Vatagajankusha Rasa
46,78,65,41,Bhringaraja Tail
45,82,52,25,Vyaghri Haritaki
64,60,65,41,Nirgundi Taila
25,99,0,13,Balarishta
62,105,65,41,Gokshura Churna
45,82,22,22,Vasavaleha
4,2,16,39,Mustakarishta
107,58,65,41,Mahanarayan Taila
18,29,37,41,Kutajavaleha
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
107,58,65,41,Mahanarayan Taila
33,5,65,41,Rasna Guggulu
41,98,65,41,Guduchi Sattva
72,94,18,12,Rohitakarishta
45,82,40,41,"Chyavanprash
Avaleha"
66,37,44,10,Lohasava
107,5,65,41,"Kottamachukkadi
Taila"
50,103,65,41,"Laghumalini Vasanta
Rasa"
9,51,65,41,"Sarpagandhaghana
Vati"
118,96,48,41,"Pancha-valkala
Kashaya Churna"
62,105,65,41,Shatavaryadi Ghrita
21,12,28,9,Triphala Guggulu
98,36,34,41,Muktashukti Bhasma
85,61,65,41,Punarnava Churna
73,74,65,41,Amalaki Churna
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
84,39,15,31,"Haridrakhanda
Paka"
87,93,62,41,Indu kanta Ghrita
84,39,15,31,"Haridrakhanda
Paka"
109,30,65,41,Eranda Taila
71,22,53,23,Ushirasava
37,69,65,41,Arjuna Churna
4,105,65,41,Chitrakadi Gutika
50,24,65,41,Ashvagandha Churna
42,61,65,41,"Phalatrikadi Kvatha
Churna"
69,42,47,41,Chitraka Haritaki
32,75,0,41,Kutajarishta
57,95,21,41,Mukta Pishti
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
77,43,65,41,Rajahpravartini Vati
43,92,61,41,Aragvadharishta
45,66,65,41,Pravala Pishti
14,33,31,41,Drakshasava
107,30,65,41,Prasarini Taila
45,82,56,16,"Kushmandaka
Rasayana"
63,105,65,41,"Trinapanchamula
Kvatha Churna"
4,105,65,41,Chitrakadi Gutika
24,2,55,0,Arka Pudina
45,82,65,41,Talishadya Churna
118,96,48,41,"Pancha-valkala
Kashaya Churna"
41,20,65,41,Vettumaran Gulika
96,105,65,41,Tiktaka Ghrita
17,14,8,41,Lakshadi Guggulu
47,8,65,41,Karpuradi Taila
68,42,65,41,"Saptavinshati
Guggulu"
116,2,65,41,Lahsunadi Vati
45,82,65,41,Lavangadi Vati
19,41,65,41,"Apamargkshara
Taila"
110,38,65,41,"Sahacharadi Taila/
Brihatsahcharadi
Taila"
37,69,65,41,Arjuna Churna
41,15,10,41,"Balachaturbhadra
Churna"
21,12,65,41,Ksharsutra
107,30,65,41,Prasarini Taila
41,15,10,41,"Balachaturbhadra
Churna"
106,22,65,41,Pinda Taila
34,45,5,41,Kankayan Gutika
34,28,47,41,Apamarga Kshar
32,75,0,41,Kutajarishta
95,48,24,1,Khadirarishta
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
10,95,50,5,Brahmi Ghrita
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
21,12,65,41,Ksharsutra
79,36,47,41,Pippali Churna
27,12,65,41,Sarjarasa Malahara
14,33,31,41,Drakshasava
33,5,65,41,Rasna Guggulu
25,99,0,13,Balarishta
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
66,37,21,41,Navayasa Lauha
55,2,65,41,Sanjivani Vati
73,68,6,41,"Lodhrasava/Rodh
rasava"
81,35,65,41,Amritarishta
20,105,65,41,"Balashvagandhadi
Taila"
18,28,65,41,Kutajaghan Vati
85,61,65,41,Punarnava Churna
101,26,13,41,Amritadi Guggulu
45,82,56,16,"Kushmandaka
Rasayana"
55,2,65,41,Sanjivani Vati
13,105,65,41,Arsho Kuthara Rasa
45,82,14,41,Eladi Gutika
70,105,65,41,"Laghu Sutashekhara
Rasa"
0,105,65,41,Murivenna Tail
4,105,65,41,Chitrakadi Gutika
42,61,65,41,Mandur Bhasma
55,2,65,41,Sanjivani Vati
117,21,65,41,Jathyadi Ghrita
66,63,0,41,Dadimadi Ghrita
18,28,65,41,Kutajaghan Vati
19,41,65,41,"Apamargkshara
Taila"
54,31,65,41,Trivritamul Churna /Trivrita Churna
87,93,62,41,Indu kanta Ghrita
102,16,57,20,Vatagajankusha Rasa
52,73,65,41,Gandhak Rasayana
24,2,55,0,Arka Pudina
33,5,65,41,Rasna Guggulu
16,83,64,41,Ashokarishta
22,52,65,41,Brahmi Vati
103,24,36,41,Dashamularishta
42,90,65,41,Triphala Ghrita
102,46,65,41,"Indukantam
Kashayam Churna"
45,82,58,41,Shvasakuthara Rasa
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
107,57,65,41,"Laghuvishagarbha
Taila"
57,95,21,41,Mukta Pishti
86,54,21,41,Chandanasava
45,82,65,41,Eladi Churna
55,2,65,41,Sanjivani Vati
45,82,65,41,Eladi Churna
22,52,65,41,Brahmi Vati
82,65,65,41,Godanti Bhasma
32,75,0,41,Kutajarishta
31,15,65,41,Dadimastak Churna
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
66,37,19,6,Drakshavaleha
23,10,11,38,Kalyanaka Ghrita
66,37,44,10,Lohasava
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
18,72,60,41,Jatiphaladya Churna
10,50,49,32,Sarasvatarishta
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
92,25,65,41,Saptamrita Lauha
23,10,11,38,Kalyanaka Ghrita
70,105,65,41,"Laghu Sutashekhara
Rasa"
61,9,43,33,"Ashvagandharisht
a"
94,36,65,41,"Shadanga
Kvatha Churna"
34,45,5,41,Kankayan Gutika
92,25,65,41,Saptamrita Lauha
18,72,60,41,Jatiphaladya Churna
49,46,65,41,Bala Taila
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
45,82,39,41,Vasakasava
29,27,3,1,Kanchanara Guggulu
16,83,64,41,Ashokarishta
61,9,43,33,"Ashvagandharisht
a"
76,44,30,21,Kumaryasava
48,53,65,41,Vidanga Churna
72,94,18,12,Rohitakarishta
21,12,65,41,Ksharsutra
45,82,65,41,Talishadya Churna
37,24,65,41,Prabhakara Vati
35,42,47,11,Kantakaryavaleha
27,12,65,41,Sarjarasa Malahara
7,105,65,41,Avipattikara Churna
73,74,65,41,Amalaki Churna
37,24,65,41,Prabhakara Vati
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
99,105,65,41,Anutaila
62,105,65,41,Gokshura Churna
96,47,65,41,Nalpamaradi Taila
66,37,19,6,Drakshavaleha
107,58,65,41,Mahanarayan Taila
48,53,65,41,Vidanga Churna
50,24,65,41,Ashvagandha Churna
116,2,65,41,Lahsunadi Vati
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
87,30,65,41,"Ajamodadi
Churna"
45,66,65,41,Pravala Pishti
57,95,21,41,Mukta Pishti
41,98,65,41,Guduchi Sattva
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
45,82,21,41,Dhanvantar Gutika
73,105,65,41,Chandraprabha Vati
43,100,65,41,Marichyadi Taila
102,105,65,41,"Guggulutiktaka
Ghrita"
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
45,82,40,41,"Chyavanprash
Avaleha"
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
90,76,65,41,Navak Guggulu
53,36,59,12,Guduchi Churna
33,105,65,41,"Trayodashanga
Guggulu"
6,1,42,41,Yogaraja Guggulu
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
66,37,21,41,Navayasa Lauha
35,42,47,11,Kantakaryavaleha
104,87,16,41,"Vatavidhavansan
Rasa"
9,51,65,41,"Sarpagandhaghana
Vati"
90,76,65,41,Navak Guggulu
40,13,0,24,Bilvadi Leha
31,1,18,30,Pippalyadyasava
17,14,8,41,Lakshadi Guggulu
57,95,21,41,Mukta Pishti
103,24,36,41,Dashamularishta
45,82,21,41,Dhanvantar Gutika
116,2,65,41,Lahsunadi Vati
107,62,65,41,Narayana Taila
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
6,98,41,0,Simhanada Guggulu
102,105,65,41,"Guggulutiktaka
Ghrita"
114,86,65,41,Dashanga Lepa
76,44,30,21,Kumaryasava
62,105,65,41,Shatavaryadi Ghrita
18,28,65,41,Kutajaghan Vati
59,105,65,41,Erimedadi Taila
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
24,2,55,0,Arka Pudina
44,105,65,41,Saindhavadi Taila
49,46,65,41,Bala Taila
85,61,65,41,Punarnava Churna
6,98,41,0,Simhanada Guggulu
117,21,65,41,Jathyadi Ghrita
116,2,65,41,Lahsunadi Vati
97,31,12,2,Kalyanak Guda
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
96,47,65,41,Nalpamaradi Taila
59,23,65,41,"Dashanasanskara
Churna"
73,105,65,41,Chandraprabha Vati
49,46,65,41,Bala Taila
26,105,65,41,Shadabindu Taila
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
68,42,65,41,"Saptavinshati
Guggulu"
21,12,28,9,Triphala Guggulu
56,34,65,41,Brahama Rasayana
73,74,65,41,Amalaki Churna
66,37,21,41,Navayasa Lauha
74,89,0,41,"Saubhagyashunthi
Paka"
4,6,65,41,Shankha Bhasma
76,44,30,21,Kumaryasava
45,82,21,41,Dhanvantar Gutika
43,100,65,41,Marichyadi Taila
45,82,38,15,Kanakasava
45,82,14,41,Eladi Gutika
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
32,75,0,41,Kutajarishta
84,39,15,31,"Haridrakhanda
Paka"
57,95,21,41,Mukta Pishti
24,2,55,0,Arka Pudina
59,105,65,41,Erimedadi Taila
12,3,65,41,Trikatu Churna
50,24,65,41,Ashvagandha Churna
102,105,65,41,"Guggulutiktaka
Ghrita"
37,69,65,41,Arjuna Churna
85,61,65,41,Punarnava Churna
27,12,65,41,Sarjarasa Malahara
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
13,105,65,41,Arsho Kuthara Rasa
55,2,65,41,Sanjivani Vati
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
31,1,18,30,Pippalyadyasava
97,31,12,2,Kalyanak Guda
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
41,15,10,41,"Balachaturbhadra
Churna"
69,42,47,41,Chitraka Haritaki
28,91,65,41,Panchatikta Ghrita
4,2,16,39,Mustakarishta
27,12,65,41,Sarjarasa Malahara
21,12,28,9,Triphala Guggulu
62,105,65,41,Shatavaryadi Ghrita
119,105,65,41,Phala Ghrita
67,105,65,41,Kapardika Bhasma
4,80,65,41,"Hingvashtaka
Churna"
96,105,65,41,Tiktaka Ghrita
45,82,52,25,Vyaghri Haritaki
66,37,19,6,Drakshavaleha
45,82,65,41,Lavangadi Vati
48,53,65,41,Vidanga Churna
114,86,65,41,Dashanga Lepa
85,81,65,41,Bilvadi Churna
73,68,6,41,"Lodhrasava/Rodh
rasava"
73,49,65,41,"Nisha-Amalaki
Churna"
52,53,65,41,"Arogyavardhini
Vati/Rasa"
95,48,24,1,Khadirarishta
41,88,45,27,"Dashamula Kvatha
Churna"
67,105,65,41,Kapardika Bhasma
27,12,65,41,Sarjarasa Malahara
66,63,0,41,Dadimadi Ghrita
54,31,65,41,Trivritamul Churna /Trivrita Churna
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
58,85,65,41,Sarasvata Churna
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
87,93,62,41,Indu kanta Ghrita
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
98,36,34,41,Muktashukti Bhasma
58,85,65,41,Sarasvata Churna
79,36,47,41,Pippali Churna
20,105,65,41,"Balashvagandhadi
Taila"
25,99,0,13,Balarishta
107,58,65,41,Mahanarayan Taila
94,36,65,41,"Shadanga
Kvatha Churna"
13,105,65,41,Arsho Kuthara Rasa
74,89,0,41,"Saubhagyashunthi
Paka"
41,20,65,41,Vettumaran Gulika
74,89,0,41,"Saubhagyashunthi
Paka"
22,52,65,41,Brahmi Vati
42,61,65,41,Mandur Bhasma
18,28,65,41,Kutajaghan Vati
97,7,65,41,Pippali mula Churna
85,67,27,41,Punarnavasava
69,42,47,41,Chitraka Haritaki
86,54,21,41,Chandanasava
31,1,18,30,Pippalyadyasava
17,14,8,41,Lakshadi Guggulu
34,45,5,41,Kankayan Gutika
118,96,48,41,"Pancha-valkala
Kashaya Churna"
45,82,22,22,Vasavaleha
97,7,65,41,Pippali mula Churna
112,93,65,41,"Gandharvahasta
Taila"
57,95,21,41,Mukta Pishti
118,96,48,41,"Pancha-valkala
Kashaya Churna"
45,82,14,41,Eladi Gutika
15,56,65,41,"Varunadi Kvatha
Churna"
42,90,65,41,Triphala Ghrita
56,34,65,41,Brahama Rasayana
102,46,65,41,"Indukantam
Kashayam Churna"
41,88,45,27,"Dashamula Kvatha
Churna"
30,15,1,39,Shankha Vati
98,36,34,41,Muktashukti Bhasma
43,100,65,41,Marichyadi Taila
82,78,65,41,"Shirahshuladi vajra
Rasa"
96,105,65,41,Tiktaka Ghrita
45,82,21,41,Dhanvantar Gutika
78,105,65,41,Pushyanuga Churna
4,6,65,41,Shankha Bhasma
47,8,65,41,Karpuradi Taila
78,105,65,41,Pushyanuga Churna
73,55,26,4,Gokshuradi Guggulu
16,83,64,41,Ashokarishta
15,56,65,41,"Varunadi Kvatha
Churna"
99,105,65,41,Anutaila
23,10,11,38,Kalyanaka Ghrita
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
104,87,16,41,"Vatavidhavansan
Rasa"
107,58,65,41,Mahanarayan Taila
66,79,65,41,"Punarnavadi
Mandura"
82,65,65,41,Godanti Bhasma
115,2,65,41,Bilvadi Gutika
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
31,15,65,41,Dadimastak Churna
45,82,52,25,Vyaghri Haritaki
33,105,65,41,"Trayodashanga
Guggulu"
62,105,65,41,Gokshura Churna
73,55,26,4,Gokshuradi Guggulu
45,82,39,41,Vasakasava
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
113,105,65,41,Sukumar Ghrita
114,86,65,41,Dashanga Lepa
21,12,28,9,Triphala Guggulu
48,53,65,41,Vidanga Churna
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
45,82,22,22,Vasavaleha
79,36,47,41,Pippali Churna
107,5,65,41,"Kottamachukkadi
Taila"
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
66,63,0,41,Dadimadi Ghrita
8,69,29,41,Triphala Churna
0,105,65,41,Murivenna Tail
118,96,48,41,"Pancha-valkala
Kashaya Churna"
74,89,0,41,"Saubhagyashunthi
Paka"
37,74,65,41,"Jaharamohara
Bhasma"
105,102,17,35,Punarnava Guggulu
73,105,65,41,Chandraprabha Vati
94,36,65,41,"Shadanga
Kvatha Churna"
73,68,6,41,"Lodhrasava/Rodh
rasava"
10,50,49,32,Sarasvatarishta
86,54,21,41,Chandanasava
45,82,65,41,Lavangadi Vati
115,2,65,41,Bilvadi Gutika
103,24,36,41,Dashamularishta
76,44,30,21,Kumaryasava
79,36,47,41,Pippali Churna
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
112,93,65,41,"Gandharvahasta
Taila"
47,8,65,41,Karpuradi Taila
6,1,65,41,Shunthi Churna
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
48,53,65,41,Vidanga Churna
77,43,65,41,Rajahpravartini Vati
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
91,1,9,8,Jirakadyarishta
88,42,25,41,Sitopaladi Churna
102,105,65,41,"Guggulutiktaka
Ghrita"
45,82,52,25,Vyaghri Haritaki
64,60,65,41,Nirgundi Taila
34,45,5,41,Kankayan Gutika
4,2,16,39,Mustakarishta
61,9,43,33,"Ashvagandharisht
a"
76,44,30,21,Kumaryasava
79,36,47,41,Pippali Churna
66,63,0,41,Dadimadi Ghrita
67,105,65,41,Kapardika Bhasma
41,15,10,41,"Balachaturbhadra
Churna"
10,95,50,5,Brahmi Ghrita
84,39,15,31,"Haridrakhanda
Paka"
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
79,36,47,41,Pippali Churna
64,60,65,41,Nirgundi Taila
45,82,39,41,Vasakasava
32,75,0,41,Kutajarishta
21,12,65,41,Ksharsutra
26,105,65,41,Shadabindu Taila
18,28,65,41,Kutajaghan Vati
54,105,65,41,Abhayadi Modakam
0,105,65,41,Murivenna Tail
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
116,2,65,41,Lahsunadi Vati
77,43,65,41,Rajahpravartini Vati
13,105,65,41,Arsho Kuthara Rasa
36,33,65,41,Akika Pishti
66,63,0,41,Dadimadi Ghrita
107,30,65,41,Prasarini Taila
4,42,47,34,Draksharishta
96,105,65,41,Tiktaka Ghrita
111,94,65,41,Haritaki Churna
113,105,65,41,Sukumar Ghrita
107,62,65,41,Narayana Taila
25,99,0,13,Balarishta
18,72,60,41,Jatiphaladya Churna
73,49,65,41,"Nisha-Amalaki
Churna"
62,105,65,41,Shatavaryadi Ghrita
19,41,65,41,"Apamargkshara
Taila"
37,69,65,41,Arjuna Churna
38,18,46,41,Navajivana Rasa
4,42,47,34,Draksharishta
68,42,65,41,"Saptavinshati
Guggulu"
50,24,65,41,Ashvagandha Churna
88,42,25,41,Sitopaladi Churna
109,30,65,41,Eranda Taila
4,42,47,34,Draksharishta
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
28,91,65,41,Panchatikta Ghrita
7,105,65,41,Avipattikara Churna
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
18,72,60,41,Jatiphaladya Churna
44,105,65,41,Saindhavadi Taila
33,105,65,41,"Trayodashanga
Guggulu"
56,34,65,41,Brahama Rasayana
58,85,65,41,Sarasvata Churna
3,64,22,41,"Guduchyadi Kashaya
Churna"
49,46,65,41,Bala Taila
119,105,65,41,Phala Ghrita
66,37,21,41,Navayasa Lauha
109,30,65,41,Eranda Taila
41,88,45,27,"Dashamula Kvatha
Churna"
13,105,65,41,Kasisadi Taila
96,105,65,41,Tiktaka Ghrita
7,105,65,41,Avipattikara Churna
70,105,65,41,"Laghu Sutashekhara
Rasa"
18,29,37,41,Kutajavaleha
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
31,15,65,41,Dadimastak Churna
6,1,65,41,Shunthi Churna
44,105,65,41,Saindhavadi Taila
19,41,65,41,"Apamargkshara
Taila"
36,33,65,41,Akika Pishti
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
94,36,65,41,"Shadanga
Kvatha Churna"
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
107,57,65,41,"Laghuvishagarbha
Taila"
98,36,34,41,Muktashukti Bhasma
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
35,42,47,11,Kantakaryavaleha
107,57,65,41,"Laghuvishagarbha
Taila"
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
100,68,51,7,"Puga Khanda/
Supari Paka"
66,37,44,10,Lohasava
23,10,11,38,Kalyanaka Ghrita
4,6,65,41,Shankha Bhasma
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
12,3,65,41,Trikatu Churna
7,74,65,41,Kamadudha Rasa
42,61,65,41,"Phalatrikadi Kvatha
Churna"
68,42,65,41,"Saptavinshati
Guggulu"
54,105,65,41,Abhayadi Modakam
77,43,65,41,Rajahpravartini Vati
37,24,65,41,Prabhakara Vati
52,53,65,41,"Arogyavardhini
Vati/Rasa"
45,82,65,41,Talishadya Churna
7,74,65,41,Kamadudha Rasa
17,14,8,41,Lakshadi Guggulu
10,50,49,32,Sarasvatarishta
75,104,7,19,Shatavariguda
73,49,65,41,"Nisha-Amalaki
Churna"
104,87,16,41,"Vatavidhavansan
Rasa"
1,7,65,41,Yavakshar
41,88,45,27,"Dashamula Kvatha
Churna"
42,61,65,41,"Phalatrikadi Kvatha
Churna"
106,22,65,41,Pinda Taila
53,36,59,12,Guduchi Churna
85,61,65,41,Punarnava Churna
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
71,22,53,23,Ushirasava
114,86,65,41,Dashanga Lepa
66,63,0,41,Dadimadi Ghrita
99,105,65,41,Anutaila
54,31,65,41,Trivritamul Churna /Trivrita Churna
66,37,44,10,Lohasava
31,15,65,41,Dadimastak Churna
85,67,27,41,Punarnavasava
18,29,37,41,Kutajavaleha
8,69,29,41,Triphala Churna
15,56,65,41,"Varunadi Kvatha
Churna"
56,34,65,41,Brahama Rasayana
45,66,65,41,Pravala Pishti
37,74,65,41,"Jaharamohara
Bhasma"
45,66,65,41,Pravala Pishti
41,88,45,27,"Dashamula Kvatha
Churna"
57,95,21,41,Mukta Pishti
42,61,65,41,"Phalatrikadi Kvatha
Churna"
10,84,65,41,Smritisagara Rasa
50,103,65,41,"Laghumalini Vasanta
Rasa"
4,6,65,41,Shankha Bhasma
69,42,47,41,Chitraka Haritaki
66,63,0,41,Dadimadi Ghrita
42,61,65,41,Mandur Bhasma
45,82,21,41,Dhanvantar Gutika
34,29,35,41,"Kshirashatpala
Ghrita"
104,87,16,41,"Vatavidhavansan
Rasa"
6,1,65,41,Shunthi Churna
85,81,65,41,Bilvadi Churna
85,67,27,41,Punarnavasava
85,81,65,41,Bilvadi Churna
115,2,65,41,Bilvadi Gutika
52,73,65,41,Gandhak Rasayana
82,65,65,41,Godanti Bhasma
10,50,49,32,Sarasvatarishta
51,105,65,41,"Panchanimba
Churna"
7,74,65,41,Kamadudha Rasa
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
85,81,65,41,Bilvadi Churna
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
119,105,65,41,Phala Ghrita
8,69,29,41,Triphala Churna
62,105,65,41,Gokshura Churna
69,42,47,41,Chitraka Haritaki
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
97,31,12,2,Kalyanak Guda
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
42,61,65,41,Mandur Bhasma
59,105,65,41,Erimedadi Taila
20,105,65,41,"Balashvagandhadi
Taila"
13,105,65,41,Kasisadi Taila
25,99,0,13,Balarishta
70,105,65,41,"Laghu Sutashekhara
Rasa"
97,7,65,41,Pippali mula Churna
16,83,64,41,Ashokarishta
45,82,56,16,"Kushmandaka
Rasayana"
20,105,65,41,"Balashvagandhadi
Taila"
73,74,65,41,Amalaki Churna
64,60,65,41,Nirgundi Taila
107,30,65,41,Prasarini Taila
87,93,62,41,Indu kanta Ghrita
45,82,58,41,Shvasakuthara Rasa
52,73,65,41,Gandhak Rasayana
71,22,53,23,Ushirasava
85,81,65,41,Bilvadi Churna
106,22,65,41,Pinda Taila
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
62,105,65,41,Shatavaryadi Ghrita
66,37,19,6,Drakshavaleha
45,82,21,41,Dhanvantar Gutika
37,32,20,18,"Arjunarishta/
Parthadyarishta"
91,1,9,8,Jirakadyarishta
51,105,65,41,"Panchanimba
Churna"
85,61,65,41,Punarnava Churna
41,40,65,41,Sphatika Bhasma
6,1,42,41,Yogaraja Guggulu
29,27,3,1,Kanchanara Guggulu
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
95,48,24,1,Khadirarishta
18,29,37,41,Kutajavaleha
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
62,105,65,41,Gokshura Churna
26,105,65,41,Shadabindu Taila
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
45,82,65,41,Talishadya Churna
10,95,50,5,Brahmi Ghrita
73,49,65,41,"Nisha-Amalaki
Churna"
79,36,47,41,Pippali Churna
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
